DATASET,#TRAINING_RELEASES,%TRAINING_INSTANCES,CLASSIFIER,FEATURE_SELECTION,BALANCING,PRECISION,RECALL,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Backward),OverSampling,0.3157894736842105,0.1111111111111111,0.7191663610805525,0.09296513807322299,6.0,13.0,290.0,48.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Backward),OverSampling,0.23300970873786409,0.4444444444444444,0.6846656887911013,0.13382303839732868,24.0,79.0,224.0,30.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Backward),UnderSampling,0.20754716981132076,0.4074074074074074,0.6697530864197531,0.0932737782448765,22.0,84.0,219.0,32.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Backward),UnderSampling,0.3333333333333333,0.14814814814814814,0.7422686713115756,0.12354478498455662,8.0,16.0,287.0,46.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Backward),UnderSampling,0.2231404958677686,0.5,0.6322576702114656,0.12569069160240456,27.0,94.0,209.0,27.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Backward),SyntheticMinorityOversampling,0.25675675675675674,0.35185185185185186,0.6731756508984231,0.14783577339274354,19.0,55.0,248.0,35.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Backward),SyntheticMinorityOversampling,0.14285714285714285,0.018518518518518517,0.7616428309497616,-0.0019980019980015153,1.0,6.0,297.0,53.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Backward),SyntheticMinorityOversampling,0.2261904761904762,0.35185185185185186,0.6544432220999877,0.11180773249738778,19.0,65.0,238.0,35.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Forward),OverSampling,0.26666666666666666,0.5185185185185185,0.6731756508984231,0.1904761904761906,28.0,77.0,226.0,26.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Forward),OverSampling,0.3,0.1111111111111111,0.7194719471947195,0.08755874350729612,6.0,14.0,289.0,48.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Forward),OverSampling,0.22772277227722773,0.42592592592592593,0.6824349101576824,0.12411371463299335,23.0,78.0,225.0,31.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Forward),UnderSampling,0.22123893805309736,0.46296296296296297,0.6646803569245814,0.11907624169566601,25.0,88.0,215.0,29.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Forward),UnderSampling,0.30434782608695654,0.12962962962962962,0.7408935337978242,0.10053989202159529,7.0,16.0,287.0,47.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Forward),UnderSampling,0.21666666666666667,0.48148148148148145,0.6244957829116244,0.11399975588917367,26.0,94.0,209.0,28.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Forward),SyntheticMinorityOversampling,0.2535211267605634,0.3333333333333333,0.6668194597237501,0.14027112590307658,18.0,53.0,250.0,36.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Forward),SyntheticMinorityOversampling,0.14285714285714285,0.018518518518518517,0.7618872998410953,-0.0019980019980015153,1.0,6.0,297.0,53.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Forward),SyntheticMinorityOversampling,0.2261904761904762,0.35185185185185186,0.6544432220999877,0.11180773249738778,19.0,65.0,238.0,35.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Bi-directional),OverSampling,0.26666666666666666,0.5185185185185185,0.6731756508984231,0.1904761904761906,28.0,77.0,226.0,26.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Bi-directional),OverSampling,0.3,0.1111111111111111,0.7194719471947195,0.08755874350729612,6.0,14.0,289.0,48.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Bi-directional),OverSampling,0.22772277227722773,0.42592592592592593,0.6824349101576824,0.12411371463299335,23.0,78.0,225.0,31.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Bi-directional),UnderSampling,0.22123893805309736,0.46296296296296297,0.6646803569245814,0.11907624169566601,25.0,88.0,215.0,29.0
BOOKKEEPER,3,66.66666666666667,NaiveBayes,BestFirst(Bi-directional),UnderSampling,0.30434782608695654,0.12962962962962962,0.7408935337978242,0.10053989202159529,7.0,16.0,287.0,47.0
BOOKKEEPER,3,66.66666666666667,IBk,BestFirst(Bi-directional),UnderSampling,0.21666666666666667,0.48148148148148145,0.6244957829116244,0.11399975588917367,26.0,94.0,209.0,28.0
BOOKKEEPER,3,66.66666666666667,RandomForest,BestFirst(Bi-directional),SyntheticMinorityOversampling,0.2535211267605634,0.3333333333333333,0.6668194597237501,0.14027112590307658,18.0,53.0,250.0,36.0
